Time,Pitch,Tone
0.105097902,201.5601466,2
0.155353603,196.3021562,2
0.201153643,192.2539111,2
0.250535975,188.1788812,2
0.298694605,184.2824172,2
0.341721576,180.8784846,2
0.387807806,177.1108986,2
0.436578286,173.0805878,2
0.480375007,169.2067939,2
0.528385607,164.7770389,2
0.570277693,161.1191545,2
0.622265328,156.6489193,2
0.668272609,153.222503,2
0.719391809,149.1182814,2
0.76843861,144.9010198,2
0.80608721,141.5326452,2
0.036616906,209.5226955,2
0.077458123,204.5489207,2
0.824852388,139.7527597,2
0.021641793,210.5208776,2
