Time,Pitch,Tone
0.011753031,2.783035106,1
0.061586585,2.875172889,1
0.111441565,2.925741014,1
0.137634379,2.939965226,1
0.161311367,2.947555864,1
0.186246958,2.957125928,1
0.210501556,2.968239414,1
0.236118311,2.975931714,1
0.26105235,2.988510841,1
0.285989606,2.994848947,1
0.313188773,3.01168201,1
0.340385815,3.032638605,1
0.365316235,3.052238881,1
0.389745029,3.067525667,1
0.41745283,3.07507571,1
0.442391867,3.077958965,1
0.466199293,3.07686895,1
0.491150746,3.055664836,1
0.517245343,3.016062904,1
0.541523334,2.981795252,1
0.567156995,2.956688757,1
0.590214965,2.943340705,1
0.617040785,2.951366311,1
0.641972067,2.969294885,1
0.666904383,2.985217416,1
0.691845316,2.984422926,1
0.716791936,2.972595204,1
0.741291023,2.949262379,1
0.766708959,2.902800781,1
0.789401884,2.864541208,1
0.812117979,2.781331425,1
0.828312824,2.703365505,1
0.846208137,2.625445911,1
0.859359653,2.52564533,1
0.876695339,2.421532581,1
0.883789881,2.345778313,1
0.037851146,2.841925858,1
0.087038154,2.905239697,1
