Time,Pitch,Tone
0.010428729,120.6868905,2
0.036725627,118.7360593,2
0.063017721,116.8979929,2
0.089300689,115.2741796,2
0.115576451,113.8195135,2
0.141845489,112.5227182,2
0.168108761,111.3612406,2
0.194365309,110.3576338,2
0.220617053,109.4667918,2
0.246869278,108.5646733,2
0.273106131,108.0234022,2
0.32558416,106.8393717,2
0.35181669,106.3995889,2
0.378048739,105.9710826,2
0.404275024,105.6778941,2
0.43050275,105.3508762,2
0.456726153,105.1253466,2
0.482949556,104.8998169,2
0.509166234,104.832158,2
0.535390597,104.5840755,2
0.561604393,104.5840755,2
0.587818189,104.5840755,2
0.614031984,104.5840755,2
0.640248662,104.5164166,2
0.66646486,104.4600342,2
0.692680096,104.4262047,2
0.718897735,104.3359929,2
0.74511153,104.3359929,2
0.771325326,104.3359929,2
0.797539122,104.3359929,2
0.823757721,104.2232281,2
0.849977281,104.0879103,2
0.876191076,104.0879103,2
0.902401029,104.1781221,2
0.981056827,103.8398277,2
0.995355261,103.8398277,2
0.296657056,107.3170732,2
0.928321633,103.9911308,2
0.953885461,103.8802661,2
