Time,Pitch,Tone
0.084260868,127.4982634,1
0.11212876,127.852402,1
0.166703382,128.2384168,1
0.193255291,128.5556654,1
0.238050347,129.0290887,1
0.270931511,129.4611956,1
0.302559356,130.0543727,1
0.372229087,130.7798032,1
0.412482709,130.7599521,1
0.436222024,130.6381308,1
0.516213196,130.7087973,1
0.577625773,130.20135,1
0.611892959,129.6210333,1
0.646042185,128.7570996,1
0.680840188,127.9114604,1
0.476117103,130.3953395,1
0.337442219,130.6281107,1
0.543913713,130.5262891,1
0.701078582,127.4898791,1
0.138674884,127.7672288,1
