Time,Pitch,Tone
0.043098602,238.7611762,3
0.088691402,239.6437578,3
0.139292503,242.0621617,3
0.184021803,244.6653425,3
0.230167244,246.8496231,3
0.278143304,248.3212083,3
0.318727805,248.982601,3
0.367774605,249.0434687,3
0.423729406,248.6195687,3
0.490046207,247.3348256,3
0.568797408,244.8566409,3
0.626824608,241.604567,3
0.673897694,237.6531358,3
0.722673109,231.9260604,3
0.75945821,226.0892834,3
0.79468901,218.878558,3
0.82370261,211.1409078,3
0.861005811,198.8158832,3
0.879657411,191.3571996,3
0.896236611,183.7498249,3
0.925250211,170.6708793,3
0.952191412,161.2935591,3
0.977060212,154.3535241,3
0.993639412,150.7377968,3
0.909257569,177.6708305,3
0.841188875,206.1597211,3
