Time,Pitch,Tone
0.011383855,2.179656424,3
0.037014518,2.160367453,3
0.114160925,2.048785075,3
0.139326542,1.978653679,3
0.204998259,1.768412619,3
0.227699309,1.714389515,3
0.252306127,1.628678689,3
0.277663554,1.55298582,3
0.297601942,1.482457802,3
0.32081409,1.414371848,3
0.344659926,1.338764785,3
0.366241818,1.256607983,3
0.391230747,1.162699689,3
0.409411737,1.080391859,3
0.420777737,1.023359014,3
0.445782229,0.899259782,3
0.463775962,0.81367755,3
0.486679085,0.73418424,3
0.506001725,0.636374351,3
0.527574221,0.572444673,3
0.59229188,0.380326871,3
0.613865758,0.313716897,3
0.638839497,0.249276996,3
0.6638026,0.205473328,3
0.688774727,0.144163224,3
0.71373996,0.096226737,3
0.738710363,0.038260037,3
0.754595611,0.011088272,3
0.431082837,0.967813773,3
0.377256721,1.223812688,3
0.187514735,1.846413322,3
0.162119364,1.923619541,3
0.06655874,2.126044248,3
0.091936653,2.0827085,3
0.546165124,0.509103325,3
0.567081014,0.441536971,3
