Time,Pitch,Tone
0.108033802,196.9668096,5
0.149136403,189.612688,5
0.196061461,183.0175493,5
0.242049004,178.221734,5
0.292477404,174.3175063,5
0.340537348,171.2899597,5
0.387807806,168.9111509,5
0.435867749,166.7621486,5
0.461032606,165.8938524,5
0.705575809,158.1984369,5
0.75531341,157.7919277,5
0.80712341,159.4338026,5
0.849755639,162.9051244,5
0.885874611,167.5872785,5
0.919033011,173.2156768,5
0.945974212,179.0206225,5
0.029810037,208.3317313,5
0.074735375,202.5268521,5
0.504929524,164.2232173,5
0.628814548,160.5003833,5
0.553938984,162.5053158,5
0.933762299,176.1971195,5
0.960989777,181.4879134,5
0.052953393,205.846986,5
0.123744835,193.9587647,5
