Time,Pitch,Tone
0.011526978,3.221578277,4
0.002508864,3.122314793,4
0.029606511,3.336096647,4
0.038622626,3.43923848,4
0.056702572,3.552954433,4
0.079339671,3.622996387,4
0.099710149,3.691682022,4
0.118712447,3.775475899,4
0.14254025,3.808162012,4
0.167642982,3.860027717,4
0.192114477,3.890222792,4
0.217498824,3.90892414,4
0.242436483,3.914482119,4
0.267375348,3.917699714,4
0.292315764,3.917908246,4
0.317256352,3.917782438,4
0.342196768,3.91799097,4
0.36713546,3.921542906,4
0.392076221,3.921082757,4
0.417015718,3.923074438,4
0.441956363,3.922837182,4
0.466899192,3.918364948,4
0.491841331,3.915230076,4
0.51728567,3.915294225,4
0.541496983,3.912636181,4
0.566670334,3.900810353,4
0.593884265,3.889001588,4
0.618837262,3.86480327,4
0.643795773,3.829906059,4
0.668751528,3.800358294,4
0.689175,3.766235138,4
0.709429233,3.693885474,4
0.729408116,3.632070584,4
0.737648637,3.564207943,4
0.755083104,3.463952096,4
0.773252771,3.403610431,4
0.789178818,3.297289146,4
0.808495527,3.21098614,4
0.821017935,3.10982241,4
0.838063824,3.030307988,4
0.84716166,2.974911172,4
0.855145043,2.882253782,4
0.873331909,2.788544944,4
0.884715834,2.696736982,4
0.896092345,2.619313087,4
0.909365464,2.527970426,4
0.918402099,2.444683414,4
0.930480362,2.325441079,4
0.940719626,2.254974989,4
0.948480646,2.153840174,4
0.95482162,2.070687269,4
0.966719056,1.960135691,4
0.971306391,1.857910019,4
0.980443328,1.726656936,4
0.988444554,1.599384169,4
0.993838974,1.397612173,4
0.993034862,1.491388339,
