Time,Pitch,Tone
0.009957975,131.7378421,4
0.036149193,132.2678367,4
0.062339932,132.8091078,4
0.088529709,133.3729318,4
0.114717565,133.9818618,4
0.140905422,134.5907918,4
0.167095199,135.1546158,4
0.193283055,135.7635458,4
0.219471392,136.3611993,4
0.245660209,136.9475763,4
0.271848545,137.5452298,4
0.298038323,138.1090539,4
0.324228581,138.6616015,4
0.350419319,139.2028726,4
0.376610537,139.7328672,4
0.402802236,140.2515853,4
0.428997298,140.6913681,4
0.455191399,141.1537038,4
0.48138646,141.5934866,4
0.507589528,141.845328,4
0.533782828,142.3264578,4
0.559983654,142.6309228,4
0.586186882,142.8790054,4
0.612392031,143.0819821,4
0.63859718,143.2849587,4
0.664809054,143.3300647,4
0.691014203,143.5330413,4
0.717234724,143.3751706,4
0.743452362,143.2849587,4
0.769675285,143.0707056,4
0.79590157,142.7775171,4
0.822133139,142.3602873,4
0.848371433,141.7851868,4
0.874621256,140.9394507,4
0.900860671,140.3380383,4
0.927131469,138.9998959,4
0.953408673,137.5114004,4
0.979703649,135.6056751,4
0.994055403,134.3539857,4
