Time,Pitch,Tone
0.010583405,117.0558636,5
0.036864451,115.4771562,5
0.063140214,114.0224902,5
0.08940877,112.7369713,5
0.115671083,111.5980467,5
0.141925709,110.6395458,5
0.24687264,108.4857379,5
0.273106131,108.0234022,5
0.325538045,107.9219139,5
0.351737911,108.2489318,5
0.377935854,108.6210557,5
0.404130916,109.0608385,5
0.430319252,109.658492,5
0.456500864,110.4140162,5
0.482678632,111.2597523,5
0.508850156,112.2520826,5
0.535017357,113.3459013,5
0.561177832,114.5975907,5
0.587333984,115.9507685,5
0.613484853,117.4279875,5
0.639630437,119.0292478,5
0.665770737,120.7545494,5
0.690719358,122.483234,5
0.715653375,124.5547236,5
0.741772219,126.783708,5
0.767912839,128.501492,5
0.794023357,130.9259354,5
0.820133395,133.3616553,5
0.846238149,135.9214166,5
0.868780303,138.1992657,5
0.89131269,140.7064034,5
0.916221408,143.3717876,5
0.939935884,146.1006961,5
0.963647717,148.8916252,5
0.984986783,151.4406737,5
0.166627705,109.7560976,5
0.193280109,109.0909091,5
0.222057716,108.5365854,5
0.299823608,107.9822616,5
