Time,Pitch,Tone
0.102507402,226.8607518,1
0.135665803,225.7589675,1
0.183331003,223.8312007,1
0.256901204,220.780751,1
0.308918445,217.8470369,1
0.357708662,214.5240336,1
0.406262034,210.9334608,1
0.555119567,201.0084244,1
0.601659751,198.3673877,1
0.653173694,194.9128355,1
0.701134952,190.9589199,1
0.74564221,187.0627664,1
0.78639941,184.1313349,1
0.915480326,180.623213,1
0.500845402,203.696396,1
0.035255532,229.2378646,1
0.077458123,227.909811,1
0.219041007,222.7518224,1
0.850718492,181.2694272,1
0.967796646,182.6788776,1
0.939207795,181.1194857,1
0.445029073,207.911895,1
