Time,Pitch,Tone
0.008440994,144.0395433,3
0.035565074,145.9800377,3
0.061708737,147.626404,3
0.087862007,149.0472406,3
0.114026326,150.2087182,3
0.140200732,151.1333896,3
0.166385225,151.821255,3
0.192578846,152.2948672,3
0.218785436,152.4640144,3
0.244999231,152.4640144,3
0.271219752,152.3061437,3
0.297451321,151.8889139,3
0.323692978,151.2348779,3
0.34994232,150.4004183,3
0.376198868,149.3968115,3
0.402464062,148.190228,3
0.428736462,146.8144973,3
0.455014626,145.3034489,3
0.481301436,143.5894237,3
0.507588727,141.8641221,3
0.55540437,138.2443717,3
0.581709434,136.1018403,3
0.6080169,133.9029264,3
0.634328209,131.6138008,3
0.659447213,129.3427175,3
0.684557667,127.2723555,3
0.710875221,124.8366356,3
0.733605677,122.6941042,3
0.756340456,120.4500844,3
0.78265849,118.003088,3
0.808975563,115.5786446,3
0.835293117,113.1429246,3
0.861606347,110.8086931,3
0.887919578,108.4744615,3
0.914233128,106.1327122,3
0.940540915,103.9262807,3
0.966827725,102.2122556,3
0.988357015,100.2957908,3
0.53168087,140.1330377,3
